customer_id,first_name,last_name,email,country,city,signup_date,age,gender,employment_status,annual_income,customer_segment,kyc_status,is_duplicate_profile
100612,Sofia,Silva,user100612@example.com,Netherlands,Madrid,2023-11-03,48,Male,Student,40665.66,Mass Market,Verified,False
100613,Liam,Smit,user100613@example.com,España,Dublin,2024-07-31,24,Male,Student,77696.58,Young Professional,Pending,False
100614,Leo,Muller,user100614@example.com,IT,Dublin,2024-08-18,43,Other,Employed,29223.48,Mass Market,Verified,False
100615,Julia,Smit,user100615@example.com,Ireland,Milan,2023-05-05,38,Male,Employed,,Premium,Verified,False
100616,Leo,Andersson,user100616@example.com,Netherlands,Berlin,2024-03-19,28,Female,Employed,,Mass Market,Verified,False
100617,Anna,Jansen,user100617@example.com,Italy,Warsaw,2024-11-11,65,Other,Student,51017.16,Mass Market,Verified,False
100618,Noah,Andersson,user100618@example.com,Netherlands,Berlin,2024-03-09,19,Female,Employed,15170.55,Student,Verified,False
100619,Mila,Silva,user100619@example.com,France,Rotterdam,2024-04-23,80,Male,Employed,3767.11,Retiree,Verified,False
100620,Anna,Andersson,user100620@example.com,Spain,Dublin,2023-09-22,27,Male,Employed,3600.84,Student,Verified,False
100621,Liam,Silva,user100621@example.com,Poland,Paris,2023-10-31,52,Female,Student,33802.95,Mass Market,Verified,False
100622,Julia,Jansen,user100622@example.com,Spain,Stockholm,2024-06-03,29,Female,Retired,24517.49,Mass Market,Verified,False
100623,Anna,Silva,user100623@example.com,Netherlands,Berlin,2024-01-22,37,,Self-employed,30453.81,Young Professional,Verified,False
100624,Daan,Andersson,user100624@example.com,France,Berlin,2024-06-11,32,Female,Retired,32728.64,Young Professional,Verified,False
100625,Finn,Garcia,user100625@example.com,Netherlands,Brussels,2023-12-31,66,Male,Employed,22704.53,Retiree,Verified,False
100626,Lucas,Dubois,user100626@example.com,Portugal,Dublin,2024-02-18,81,Male,Employed,31775.41,Retiree,Verified,False
100627,Sara,Nowak,user100627@example.com,Netherlands,Amsterdam,2024-11-08,33,Female,Employed,35198.89,Young Professional,Verified,False
100628,Anna,Smit,user100628@example.com,Germany,Dublin,2023-10-04,22,Female,Employed,17852.77,Mass Market,Verified,False
100629,Mila,Rossi,user100629@example.com,France,Brussels,2022-06-17,29,Female,,37077.74,Young Professional,Verified,False
100630,Emma,Rossi,user100630@example.com,Netherlands,Madrid,2022-11-21,63,Male,Employed,148296.44,Premium,Verified,False
100631,Noah,Muller,user100631@example.com,Spain,Milan,2024-08-10,26,Male,Employed,37906.83,Young Professional,Verified,False
100632,Julia,Martin,user100632@example.com,France,Warsaw,2024-04-01,24,Male,Self-employed,21354.27,Student,Verified,False
100633,Leo,Dubois,user100633@example.com,France,Rotterdam,2023-09-10,30,Female,Employed,37849.21,Mass Market,Verified,False
100634,Lucas,Dubois,user100634@example.com,Ireland,Amsterdam,2023-05-16,33,Female,Employed,156168.53,Premium,Verified,False
100635,Daan,Garcia,user100635@example.com,Germany,Dublin,2024-11-27,24,Male,Self-employed,26492.04,Mass Market,Verified,False
100636,Anna,Silva,user100636@example.com,Netherlands,Dublin,2023-05-02,22,Male,,,Student,Verified,False
100637,Mila,Silva,user100637@example.com,Netherlands,Brussels,2022-01-12,28,Other,,42044.91,Young Professional,Verified,False
100638,Mila,Martin,user100638@example.com,Germany,Milan,2024-03-08,57,Female,Employed,58202.54,Mass Market,Verified,False
100639,Anna,Smit,user100639@example.com,Netherlands,Dublin,2024-12-08,25,Male,Employed,32988.6,Young Professional,Verified,False
100640,Lucas,Silva,user100640@example.com,France,Brussels,2022-12-22,32,Male,Self-employed,127103.24,Premium,Verified,False
100641,Leo,Rossi,user100641@example.com,Netherlands,Milan,2023-03-31,61,Male,Retired,46983.44,Mass Market,Verified,False
100642,Noah,Silva,user100642@example.com,Netherlands,Madrid,2024-02-28,49,Female,Employed,81725.03,SMB Owner,Verified,False
100643,Lucas,Muller,user100643@example.com,Poland,Berlin,2022-12-19,26,Female,Student,35932.58,Young Professional,Verified,False
100644,Emma,Muller,user100644@example.com,Italy,Paris,2024-04-03,51,Female,Employed,,Mass Market,Verified,False
100645,Leo,Muller,user100645@example.com,Holland,Madrid,2023-04-05,27,Male,Student,40230.4,Mass Market,Verified,False
100646,Liam,Rossi,user100646@example.com,Germany,Stockholm,2022-06-28,59,Female,Student,35940.69,SMB Owner,Verified,False
100647,Liam,Jansen,user100647@example.com,Portugal,Brussels,2022-08-12,33,Male,Unemployed,68472.72,Mass Market,Pending,False
100648,Anna,Martin,user100648@example.com,Spain,Milan,2023-01-15,24,Female,Employed,12643.5,Student,Verified,False
100649,Liam,Nowak,user100649@example.com,Netherlands,Madrid,2023-08-08,59,Male,,109178.57,Premium,Verified,False
100650,Anna,Martin,user100650@example.com,Belgium,Rotterdam,2024-03-05,18,Female,Employed,16606.94,Student,Verified,False
100651,Leo,Smit,user100651@example.com,Portugal,Dublin,2023-02-01,19,Female,Self-employed,16985.06,Student,Verified,False
100652,Daan,Rossi,user100652@example.com,Netherlands,Rotterdam,2024-05-12,34,Male,,38503.18,Young Professional,Verified,False
100653,Noah,Silva,user100653@example.com,Sweden,Rotterdam,2023-04-28,22,Male,Employed,51577.12,Mass Market,Verified,False
100654,Emma,Dubois,user100654@example.com,Spain,Dublin,2022-05-09,23,Male,,,Student,Rejected,False
100655,Liam,Smit,user100655@example.com,Netherlands,Berlin,2022-12-16,56,Female,Self-employed,111964.67,SMB Owner,Verified,False
100656,Finn,Jansen,user100656@example.com,Italy,Amsterdam,2022-02-11,18,Male,Self-employed,19339.54,Student,Verified,False
100657,Finn,Martin,user100657@example.com,Netherlands,Rotterdam,2024-08-21,68,Male,,33028.78,Retiree,Verified,False
100658,Liam,Garcia,user100658@example.com,Germany,Brussels,2023-03-01,27,Male,Retired,43924.12,Mass Market,Rejected,False
100659,Lucas,Martin,user100659@example.com,Spain,Milan,2023-09-12,23,Other,Employed,19530.49,Student,Verified,False
100660,Emma,Garcia,user100660@example.com,Netherlands,Amsterdam,2022-03-31,27,Male,Employed,21341.09,Student,Rejected,False
100661,Leo,Silva,user100661@example.com,Ireland,Madrid,2023-12-13,50,Other,,145728.51,Premium,Rejected,False
100662,Anna,Rossi,user100662@example.com,France,Milan,2023-08-15,36,Female,Employed,85912.05,Premium,Pending,False
100663,Daan,Smit,user100663@example.com,Netherlands,Berlin,2022-09-07,21,Male,Employed,,Student,Verified,False
100664,Liam,Dubois,user100664@example.com,Netherlands,Rotterdam,2024-03-07,40,Female,Employed,72222.62,SMB Owner,Verified,False
100665,Daan,Martin,user100665@example.com,Netherlands,Berlin,2023-09-15,46,Male,Retired,78845.65,SMB Owner,Verified,False
100666,Lucas,Dubois,user100666@example.com,Spain,Brussels,2024-08-09,56,Female,Employed,78601.87,SMB Owner,Verified,False
100667,Finn,Garcia,user100667@example.com,Netherlands,Madrid,2022-10-03,42,Male,Employed,118611.43,Premium,Verified,False
100668,Mila,Dubois,user100668@example.com,Spain,Rotterdam,2024-08-05,33,Male,Employed,51375.25,Young Professional,Verified,False
100669,Emma,Silva,user100669@example.com,Italy,Stockholm,2024-05-15,23,Male,Student,17899.48,Student,Verified,False
100670,Anna,Silva,user100670@example.com,Ireland,Rotterdam,2024-05-24,21,Female,Employed,18498.45,Student,Verified,False
100671,Sofia,Dubois,user100671@example.com,Netherlands,Berlin,2024-08-18,57,Female,Employed,65843.28,SMB Owner,Pending,False
100672,Sofia,Smit,user100672@example.com,Germany,Amsterdam,2022-07-29,73,Male,Student,25827.38,Retiree,Verified,False
100673,Liam,Silva,user100673@example.com,Germany,Amsterdam,2022-03-08,22,Male,Employed,12254.13,Student,Verified,False
100674,Julia,Andersson,user100674@example.com,Germany,Dublin,2024-11-29,27,Female,Employed,9753.45,Student,Verified,False
100675,Leo,Nowak,user100675@example.com,Germany,Amsterdam,2022-06-07,26,Female,,49434.62,Young Professional,,False
100676,Sofia,Smit,user100676@example.com,Belgium,Warsaw,2022-05-29,40,Male,Retired,36758.86,Mass Market,Verified,False
100677,Sara,Nowak,user100677@example.com,Italy,Rotterdam,2023-12-30,19,Male,Student,13734.67,Student,Verified,False
100678,Julia,Muller,user100678@example.com,Germany,Dublin,2024-01-04,47,Female,Retired,39659.02,Mass Market,Verified,False
100679,Sofia,Garcia,user100679@example.com,DE,Paris,2022-03-02,77,Male,Employed,31542.28,Retiree,Verified,False
100680,Mila,Jansen,user100680@example.com,Germany,Rotterdam,2023-01-11,63,Female,Student,33797.8,Mass Market,Verified,False
100681,Sara,Silva,user100681@example.com,Netherlands,Madrid,2022-07-20,32,Female,Employed,46498.44,Mass Market,Verified,False
100682,Noah,Andersson,user100682@example.com,Spain,Stockholm,2022-04-05,26,Female,Self-employed,47650.26,Young Professional,Verified,False
100683,Noah,Jansen,user100683@example.com,Germany,Milan,2024-09-30,37,Male,Employed,,Young Professional,Verified,False
100684,Anna,Jansen,user100684@example.com,Poland,Stockholm,2022-04-24,31,Male,Student,56444.95,Young Professional,Verified,False
100685,Finn,Smit,user100685@example.com,Portugal,Dublin,2023-01-25,36,Male,Employed,26492.08,Young Professional,Verified,False
100686,Leo,Muller,user100686@example.com,Netherlands,Warsaw,2022-07-31,25,Female,Self-employed,9620.18,Student,Verified,False
100687,Julia,Martin,user100687@example.com,Netherlands,Paris,2022-09-02,18,Male,Employed,12218.54,Student,Verified,False
100688,Anna,Dubois,user100688@example.com,IT,Milan,2022-11-22,41,Female,Employed,128000.45,Premium,Verified,False
100689,Leo,Rossi,user100689@example.com,Spain,Rotterdam,2023-02-14,25,Male,Employed,17419.63,Student,Rejected,False
100690,Lucas,Andersson,user100690@example.com,Netherlands,Milan,2023-04-08,51,Female,Employed,37502.16,Mass Market,Pending,False
100691,Finn,Dubois,user100691@example.com,Spain,Brussels,2024-05-24,28,Female,Self-employed,,Young Professional,Verified,False
100692,Anna,Smit,user100692@example.com,Germany,Milan,2022-01-12,42,Female,Employed,28611.26,Mass Market,Verified,False
100693,Finn,Jansen,user100693@example.com,Italy,Madrid,2022-07-04,34,Male,Student,47464.99,Young Professional,Verified,False
100694,Noah,Jansen,user100694@example.com,France,Rotterdam,2024-06-28,48,Male,Student,52804.91,SMB Owner,Verified,False
100695,Anna,Jansen,user100695@example.com,Poland,Brussels,2024-07-19,24,Female,Self-employed,23087.53,Young Professional,Verified,False
100696,Mila,Martin,user100696@example.com,France,Stockholm,2022-08-09,46,Male,Employed,32682.51,Mass Market,Verified,False
100697,Noah,Jansen,user100697@example.com,Poland,Dublin,2024-04-07,54,Male,Employed,,Mass Market,Verified,False
100698,Lucas,Silva,user100698@example.com,Germany,Brussels,2022-03-02,24,Female,Employed,31161.55,Young Professional,Pending,False
100699,Finn,Rossi,user100699@example.com,Germany,Berlin,2023-04-17,54,Female,Retired,23346.08,Mass Market,Verified,False
100700,Daan,Muller,user100700@example.com,Netherlands,Milan,2024-11-23,58,Male,Employed,74430.2,SMB Owner,Verified,False
100701,Lucas,Jansen,user100701@example.com,Portugal,Berlin,2022-02-16,18,Male,Employed,22668.59,Student,Verified,False
100702,Lucas,Nowak,user100702@example.com,Netherlands,Berlin,2022-09-04,61,Male,Employed,77747.89,Premium,Verified,False
100703,Sara,Jansen,user100703@example.com,Spain,Madrid,2023-03-13,61,Male,Self-employed,113315.37,SMB Owner,Verified,False
100704,Lucas,Nowak,user100704@example.com,Belgium,Berlin,2022-11-03,33,Female,Employed,50300.7,Young Professional,Verified,False
100705,Daan,Martin,user100705@example.com,Italy,Madrid,2024-07-05,36,Male,,18652.35,Mass Market,Verified,False
100706,Daan,Garcia,user100706@example.com,Germany,Stockholm,2024-04-14,31,Male,Employed,55314.7,Young Professional,Verified,False
100707,Emma,Muller,user100707@example.com,NL,Berlin,2022-09-18,35,Male,Employed,3290.77,Mass Market,Verified,False
100708,Emma,Dubois,user100708@example.com,Germany,Paris,2022-01-10,30,Female,Employed,81286.73,Young Professional,Pending,False
100709,Lucas,Garcia,user100709@example.com,Holland,Paris,2024-05-16,52,Male,Self-employed,89271.38,Premium,Verified,False
100710,Sofia,Muller,user100710@example.com,Germany,Madrid,2022-07-28,46,Male,Employed,42648.34,Mass Market,Verified,False
100711,Leo,Nowak,user100711@example.com,Spain,Milan,2023-04-03,37,Male,Employed,,Young Professional,Verified,False
100712,Sara,Jansen,user100712@example.com,Netherlands,Amsterdam,2023-04-21,23,Male,Employed,15650.51,Student,Verified,False
100713,Leo,Jansen,user100713@example.com,Sweden,Stockholm,2023-05-06,37,Male,Retired,46010.72,Mass Market,Rejected,False
100714,Julia,Dubois,user100714@example.com,Belgium,Brussels,2023-06-04,49,Male,Self-employed,129207.96,Premium,,False
100715,Emma,Andersson,user100715@example.com,Germany,Warsaw,2023-09-19,58,Female,Self-employed,48244.04,Mass Market,Verified,False
100716,Julia,Dubois,user100716@example.com,Portugal,Rotterdam,2022-03-16,23,Male,Retired,24879.28,Mass Market,Verified,False
100717,Mila,Andersson,user100717@example.com,Netherlands,Rotterdam,2023-01-14,59,Male,Self-employed,48699.69,Mass Market,Verified,False
100718,Finn,Garcia,user100718@example.com,Germany,Stockholm,2023-01-18,40,Female,Student,85102.96,Premium,Pending,False
100719,Leo,Dubois,user100719@example.com,Poland,Warsaw,2024-10-07,37,Male,Employed,61592.4,Young Professional,Verified,False
100720,Mila,Rossi,user100720@example.com,The Netherlands,Rotterdam,2022-10-29,30,Female,Employed,31510.07,Mass Market,Verified,False
100721,Mila,Muller,user100721@example.com,France,Warsaw,2022-08-05,27,Male,Student,,Student,Verified,False
100722,Anna,Rossi,user100722@example.com,Netherlands,Warsaw,2022-01-09,80,Female,,9329.79,Retiree,Verified,False
100723,Daan,Martin,user100723@example.com,Belgium,Madrid,2024-12-05,31,Male,Student,58508.81,Mass Market,,False
100724,Liam,Muller,user100724@example.com,France,Brussels,2023-11-16,60,Male,Retired,37047.8,Mass Market,Verified,False
100725,Sofia,Martin,user100725@example.com,Netherlands,Rotterdam,2024-03-20,50,Male,Student,38837.08,Mass Market,Pending,False
100726,Daan,Andersson,user100726@example.com,DE,Berlin,2024-11-07,40,Female,Employed,109976.39,Premium,Verified,False
100727,Liam,Smit,user100727@example.com,España,Dublin,2022-01-31,24,Male,Retired,16011.41,Student,Verified,False
100728,Mila,Rossi,user100728@example.com,Spain,Dublin,2023-01-13,22,,Retired,46642.22,Mass Market,Verified,False
100729,Leo,Rossi,user100729@example.com,Netherlands,Warsaw,2024-07-11,32,Male,Unemployed,73360.76,SMB Owner,Pending,False
100730,Mila,Andersson,user100730@example.com,Germany,Madrid,2023-11-18,55,Female,Employed,43241.9,Mass Market,Verified,False
100731,Sara,Dubois,user100731@example.com,Sweden,Milan,2023-01-31,38,Male,Student,68098.57,SMB Owner,Verified,False
100732,Anna,Smit,user100732@example.com,Germany,Berlin,2022-11-17,51,Female,Self-employed,36788.55,Mass Market,Verified,False
100733,Sara,Rossi,user100733@example.com,Italy,Brussels,2024-11-30,72,Male,Employed,37747.96,Retiree,Verified,False
100734,Finn,Muller,user100734@example.com,Netherlands,Warsaw,2023-05-11,56,Female,Employed,29683.47,Mass Market,Verified,False
100735,Lucas,Dubois,user100735@example.com,Belgium,Dublin,2022-09-02,29,Male,Employed,35745.11,Mass Market,Rejected,False
100736,Mila,Andersson,user100736@example.com,Belgium,Brussels,2024-08-29,28,Male,Student,29790.46,Mass Market,Verified,False
100737,Lucas,Garcia,user100737@example.com,Spain,Stockholm,2023-11-13,30,Male,Student,57785.22,SMB Owner,Verified,False
100738,Mila,Dubois,user100738@example.com,France,Berlin,2022-04-15,28,Female,Employed,,Young Professional,Pending,False
100739,Julia,Rossi,user100739@example.com,Italia,Stockholm,2024-01-05,28,Female,,,Young Professional,Verified,False
100740,Anna,Nowak,user100740@example.com,France,Paris,2023-01-18,63,Female,Student,32509.42,Retiree,Verified,False
100741,Lucas,Jansen,user100741@example.com,Italy,Brussels,2024-02-11,73,Female,,22915.96,Retiree,Pending,False
100742,Liam,Muller,user100742@example.com,Ireland,Brussels,2024-12-14,18,Male,Employed,9066.89,Student,Verified,False
100743,Lucas,Andersson,user100743@example.com,Germany,Warsaw,2022-11-03,71,Female,Employed,23074.57,Retiree,Verified,False
100744,Anna,Silva,user100744@example.com,Portugal,Dublin,2023-10-02,25,Male,,18383.49,Young Professional,Verified,False
100745,Lucas,Smit,user100745@example.com,Belgium,Dublin,2023-08-12,35,Male,Employed,47133.94,Mass Market,Verified,False
100746,Anna,Jansen,user100746@example.com,Netherlands,Stockholm,2022-03-15,22,,Self-employed,,Mass Market,Verified,False
100747,Mila,Jansen,user100747@example.com,Netherlands,Brussels,2022-09-24,69,Female,Employed,65983.38,Retiree,Pending,False
100748,Noah,Andersson,user100748@example.com,Italy,Stockholm,2023-07-09,35,Female,Student,33460.83,SMB Owner,Verified,False
100749,Mila,Andersson,user100749@example.com,Spain,Rotterdam,2022-09-12,31,Female,Employed,48519.8,Young Professional,Pending,False
100750,Liam,Nowak,user100750@example.com,Netherlands,Amsterdam,2024-01-06,32,Male,Employed,48515.23,SMB Owner,Verified,False
100751,Anna,Jansen,user100751@example.com,Spain,Dublin,2022-08-05,38,Male,Employed,39056.42,Mass Market,Verified,False
100752,Leo,Silva,user100752@example.com,Netherlands,Stockholm,2024-01-19,31,Female,Unemployed,62908.3,Young Professional,Verified,False
100753,Mila,Rossi,user100753@example.com,Germany,Paris,2022-01-25,36,Male,Employed,43405.25,Young Professional,Verified,False
100754,Julia,Jansen,user100754@example.com,Spain,Milan,2023-04-06,28,Male,Employed,,SMB Owner,Verified,False
100755,Emma,Nowak,user100755@example.com,France,Berlin,2024-07-28,33,Male,Retired,47263.71,Young Professional,Verified,False
100756,Sofia,Jansen,user100756@example.com,Netherlands,Stockholm,2024-02-08,47,Female,Retired,26008.01,SMB Owner,Verified,False
100757,Sofia,Rossi,user100757@example.com,Netherlands,Dublin,2022-06-23,68,Male,Employed,18793.7,Retiree,Verified,False
100758,Julia,Garcia,user100758@example.com,Spain,Brussels,2023-08-03,60,Female,Employed,44941.25,Retiree,Verified,False
100759,Noah,Dubois,user100759@example.com,Italy,Madrid,2022-07-09,32,Male,Employed,36704.55,Young Professional,Verified,False
100760,Sofia,Dubois,user100760@example.com,Italy,Dublin,2024-10-26,24,Female,Employed,20297.02,Mass Market,Verified,False
100761,Leo,Silva,user100761@example.com,Germany,Madrid,2024-11-07,34,Female,Employed,32012.55,Young Professional,Verified,False
100762,Noah,Smit,user100762@example.com,Spain,Brussels,2022-01-23,37,Male,Self-employed,29657.44,Young Professional,Verified,False
100763,Emma,Dubois,user100763@example.com,France,Brussels,2024-11-27,33,Female,Employed,46724.53,Young Professional,Verified,False
100764,Mila,Rossi,user100764@example.com,Ireland,Warsaw,2024-01-09,23,Female,Employed,12234.33,Student,Verified,False
100765,Julia,Andersson,user100765@example.com,Belgium,Dublin,2023-10-14,32,Female,Student,46310.3,Young Professional,Rejected,False
100766,Lucas,Nowak,user100766@example.com,Ireland,Rotterdam,2022-08-27,63,Male,Employed,42284.99,Mass Market,Verified,False
100767,Emma,Martin,user100767@example.com,Germany,Dublin,2023-03-09,32,Female,Employed,43513.8,Mass Market,Verified,False
100768,Lucas,Andersson,user100768@example.com,Netherlands,Dublin,2022-10-20,24,Female,Self-employed,38928.99,Young Professional,Verified,False
100769,Anna,Dubois,user100769@example.com,Germany,Warsaw,2024-09-19,29,Female,Student,30478.51,Young Professional,Verified,False
100770,Finn,Silva,user100770@example.com,France,Warsaw,2023-02-02,57,Male,Student,127267.63,Premium,Verified,False
100771,Daan,Muller,user100771@example.com,Ireland,Rotterdam,2022-04-17,46,Female,Unemployed,47532.85,Mass Market,Verified,False
100772,Mila,Nowak,user100772@example.com,Belgium,Stockholm,2022-09-27,18,Female,Self-employed,6641.63,Student,Verified,False
100773,Anna,Andersson,user100773@example.com,France,Paris,2024-03-27,25,Female,Employed,,Young Professional,Pending,False
100774,Lucas,Andersson,user100774@example.com,Netherlands,Warsaw,2023-10-17,20,Female,Employed,,Student,Pending,False
100775,Sofia,Rossi,user100775@example.com,Belgium,Stockholm,2023-02-26,36,Female,Student,54880.56,Young Professional,Verified,False
100776,Anna,Dubois,user100776@example.com,Germany,Amsterdam,2024-08-25,25,Male,Employed,38944.78,Young Professional,Pending,False
100777,Mila,Smit,user100777@example.com,Germany,Stockholm,2023-08-13,47,Female,Employed,23296.29,Mass Market,Verified,False
100778,Leo,Silva,user100778@example.com,Netherlands,Amsterdam,2024-05-22,29,Male,Self-employed,47100.02,Young Professional,Verified,False
100779,Julia,Dubois,user100779@example.com,España,Rotterdam,2024-05-12,27,Female,Employed,,Mass Market,Rejected,False
100780,Finn,Muller,user100780@example.com,France,Dublin,2024-08-29,30,Female,Employed,48738.68,Mass Market,Verified,False
100781,Anna,Muller,user100781@example.com,Spain,Milan,2024-03-13,22,Male,Employed,,Student,Verified,False
100782,Sara,Muller,user100782@example.com,France,Paris,2024-12-11,39,Other,Employed,167809.49,Premium,Verified,False
100783,Lucas,Garcia,user100783@example.com,Belgium,Warsaw,2022-04-12,34,Female,Employed,104781.66,SMB Owner,Verified,False
100784,Sara,Silva,user100784@example.com,Portugal,Stockholm,2023-09-25,37,Female,Employed,,Young Professional,Verified,False
100785,Leo,Rossi,user100785@example.com,Spain,Dublin,2023-05-06,72,Female,Employed,46439.67,Retiree,Verified,False
100786,Sara,Martin,user100786@example.com,Ireland,Warsaw,2023-04-12,68,Male,,27787.93,Retiree,Verified,False
100787,Daan,Garcia,user100787@example.com,Germany,Stockholm,2024-07-13,43,Female,Employed,61925.39,SMB Owner,Rejected,False
100788,Julia,Andersson,user100788@example.com,France,Paris,2024-06-13,35,Female,Student,71788.82,SMB Owner,Verified,False
100789,Sofia,Rossi,user100789@example.com,Netherlands,Madrid,2023-05-30,52,Male,Employed,67049.55,SMB Owner,Verified,False
100790,Julia,Smit,user100790@example.com,Netherlands,Brussels,2023-08-04,55,Female,,23033.64,Mass Market,Verified,False
100791,Sofia,Dubois,user100791@example.com,Poland,Stockholm,2022-01-11,25,Male,Employed,22370.7,Mass Market,Verified,False
100792,Leo,Rossi,user100792@example.com,Germany,Amsterdam,2022-10-06,57,Female,Retired,33709.34,Mass Market,Pending,False
100793,Mila,Jansen,user100793@example.com,Netherlands,Madrid,2024-07-05,38,Female,Employed,134157.05,Premium,Verified,False
100794,Daan,Andersson,user100794@example.com,Spain,Rotterdam,2024-10-25,24,Female,Retired,49400.71,Mass Market,Verified,False
100795,Mila,Smit,user100795@example.com,Poland,Amsterdam,2024-07-07,24,Female,Employed,,Young Professional,Verified,False
100796,Finn,Martin,user100796@example.com,Italy,Paris,2023-08-16,20,Male,Employed,15955.54,Student,Verified,False
100797,Lucas,Muller,user100797@example.com,Sweden,Berlin,2022-09-04,34,Male,Employed,13180.04,Mass Market,Verified,False
100798,Anna,Smit,user100798@example.com,Poland,Stockholm,2022-11-15,65,Female,Employed,,Premium,Verified,False
100799,Noah,Silva,user100799@example.com,Belgium,Amsterdam,2022-01-09,53,Male,Student,60750.87,Mass Market,Verified,False
100800,Daan,Garcia,user100800@example.com,Netherlands,Brussels,2024-04-13,28,Male,Employed,47096.99,Young Professional,Verified,False
100801,Noah,Rossi,user100801@example.com,Netherlands,Dublin,2024-11-25,23,Male,Employed,20936.97,Student,Verified,False
100802,Sofia,Rossi,user100802@example.com,Netherlands,Dublin,2024-11-03,58,Female,Self-employed,38041.44,Mass Market,Verified,False
100803,Julia,Muller,user100803@example.com,Spain,Madrid,2023-01-22,60,Female,Retired,103377.19,SMB Owner,Verified,False
100804,Anna,Silva,user100804@example.com,PL,Brussels,2022-05-31,41,Male,Employed,47579.83,Mass Market,Verified,False
100805,Anna,Smit,user100805@example.com,Netherlands,Madrid,2024-10-22,31,Female,Employed,22024.96,Mass Market,Verified,False
100806,Liam,Dubois,user100806@example.com,Italy,Paris,2022-09-12,23,Female,Retired,35231.42,Mass Market,Verified,False
100807,Lucas,Silva,user100807@example.com,Italy,Dublin,2024-10-18,22,Male,Unemployed,21560.46,Mass Market,Verified,False
100808,Noah,Smit,user100808@example.com,France,Amsterdam,2024-03-28,41,Female,Retired,85138.07,Premium,Verified,False
100809,Emma,Silva,user100809@example.com,Netherlands,Stockholm,2023-04-01,29,Male,Employed,44439.59,Young Professional,Verified,False
100810,Daan,Jansen,user100810@example.com,Netherlands,Amsterdam,2022-11-09,32,Male,Self-employed,27757.81,Young Professional,Verified,False
100811,Sofia,Dubois,user100811@example.com,France,Rotterdam,2024-01-07,57,Male,Self-employed,75911.07,SMB Owner,Verified,False
100812,Liam,Martin,user100812@example.com,Spain,Berlin,2024-10-09,34,Male,Employed,95695.65,SMB Owner,Verified,False
100813,Sofia,Andersson,user100813@example.com,Germany,Berlin,2024-09-23,34,Female,Employed,45853.99,Mass Market,Pending,False
100814,Leo,Garcia,user100814@example.com,Germany,Milan,2023-07-25,65,Male,Employed,29084.73,Retiree,Verified,False
100815,Liam,Smit,user100815@example.com,Netherlands,Paris,2023-06-11,51,Male,Student,69468.33,Mass Market,Verified,False
100816,Lucas,Rossi,user100816@example.com,Sweden,Stockholm,2023-01-28,35,Male,Employed,42984.09,Mass Market,Verified,False
100817,Mila,Smit,user100817@example.com,Portugal,Stockholm,2022-12-04,21,Male,Retired,11051.1,Student,Verified,False
100818,Noah,Martin,user100818@example.com,Sweden,Warsaw,2022-11-03,63,Male,Retired,42062.21,Retiree,Verified,False
100819,Sara,Nowak,user100819@example.com,Italy,Madrid,2024-07-26,37,Male,Employed,49805.61,Young Professional,Verified,False
100820,Noah,Smit,user100820@example.com,Belgium,Paris,2023-04-03,34,Female,Student,34403.76,Mass Market,Verified,False
100821,Noah,Martin,user100821@example.com,Portugal,Berlin,2024-05-14,27,Male,Employed,9251.76,Mass Market,Verified,False
100822,Sara,Garcia,user100822@example.com,Netherlands,Amsterdam,2023-03-16,28,Other,Employed,49615.73,Young Professional,Verified,False
100823,Liam,Martin,user100823@example.com,France,Stockholm,2023-09-19,24,Female,Retired,18435.96,Student,,False
100824,Leo,Garcia,user100824@example.com,Netherlands,Brussels,2024-09-19,24,Female,Employed,39559.43,Young Professional,Verified,False
100825,Mila,Jansen,user100825@example.com,Germany,Paris,2023-01-27,67,Female,Employed,44005.25,Retiree,Verified,False
100826,Mila,Jansen,user100826@example.com,Ireland,Paris,2023-09-22,69,Male,Self-employed,33210.64,Retiree,Verified,False
100827,Leo,Garcia,user100827@example.com,Germany,Madrid,2024-06-30,24,Female,Employed,50510.3,Young Professional,Verified,False
100828,Finn,Smit,user100828@example.com,Ireland,Stockholm,2024-01-17,46,Male,Self-employed,65739.37,Premium,Verified,False
100829,Noah,Andersson,user100829@example.com,España,Brussels,2023-10-12,58,Female,Employed,35957.29,Mass Market,Verified,False
100830,Sofia,Dubois,user100830@example.com,Germany,Paris,2022-10-09,33,Female,Employed,48147.02,SMB Owner,Verified,False
100831,Sara,Garcia,user100831@example.com,Nederland,Dublin,2024-07-03,36,Male,Employed,176311.04,Premium,Verified,False
100832,Lucas,Silva,user100832@example.com,Netherlands,Berlin,2024-08-06,30,Male,Employed,,Mass Market,Verified,False
100833,Lucas,Jansen,user100833@example.com,Spain,Warsaw,2022-11-21,66,Female,Retired,38626.66,Retiree,Verified,False
100834,Mila,Dubois,user100834@example.com,Portugal,Stockholm,2022-10-23,27,Female,Employed,13717.73,Student,Verified,False
100835,Lucas,Nowak,user100835@example.com,Netherlands,Milan,2023-11-05,57,Female,Student,33181.58,Mass Market,Verified,False
100836,Liam,Andersson,user100836@example.com,Belgium,Paris,2023-03-29,45,Male,Self-employed,25637.95,Mass Market,Verified,False
100837,Emma,Nowak,user100837@example.com,Sweden,Brussels,2024-10-02,23,Female,Employed,,Mass Market,Verified,False
